plant_id,plant_name,technology,capacity_kw,capacity_mw,capacity_factor,energy_mwh,plant_postcode,plant_ort,plant_municipality,plant_district,plant_location_id,substation_id,substation_name,substation_operator,substation_voltage,substation_type,distance_to_substation_m
SEE989395334795,S1 Schönfelder Reihe 1,Wind,2000.0,2.0,0.32,5606.400000000001,16307,Tantow,Tantow,Uckermark,SEL946360652124,2684,Umspannwerk Tantow,Enertrag,110000,generation,5719.520663903702
SEE932836989306,S2 Schönfelder Reihe 2,Wind,2000.0,2.0,0.32,5606.400000000001,16307,Tantow,Tantow,Uckermark,SEL946360652124,2684,Umspannwerk Tantow,Enertrag,110000,generation,5842.4807817835745
SEE980922455815,S3 Schönfelder Reihe 3,Wind,2000.0,2.0,0.32,5606.400000000001,16307,Tantow,Tantow,Uckermark,SEL946360652124,2684,Umspannwerk Tantow,Enertrag,110000,generation,5771.537376049191
SEE960179933533,S4 Schönfelder Reihe 4,Wind,2000.0,2.0,0.32,5606.400000000001,16307,Tantow,Tantow,Uckermark,SEL946360652124,2684,Umspannwerk Tantow,Enertrag,110000,generation,5798.963022628783
SEE974374628101,S5 Schönfelder Reihe 5,Wind,2000.0,2.0,0.32,5606.400000000001,16307,Tantow,Tantow,Uckermark,SEL946360652124,2684,Umspannwerk Tantow,Enertrag,110000,generation,5828.699965983553
SEE992375450996,S6 Schönfelder Reihe 6,Wind,2000.0,2.0,0.32,5606.400000000001,16307,Tantow,Tantow,Uckermark,SEL946360652124,2684,Umspannwerk Tantow,Enertrag,110000,generation,6048.916648469732
SEE907857669643,S7 Schönfelder Reihe 7,Wind,2000.0,2.0,0.32,5606.400000000001,16307,Tantow,Tantow,Uckermark,SEL946360652124,2684,Umspannwerk Tantow,Enertrag,110000,generation,6379.962614958879
SEE945731266588,Windpark Feldheim WEA 09,Wind,3000.0,3.0,0.32,8409.6,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL912522393808,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,2445.6166454768327
SEE965750505338,Windpark Feldheim WEA 10,Wind,3000.0,3.0,0.32,8409.6,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL912522393808,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,2413.723312338395
SEE915638044220,Windpark Feldheim WEA 11,Wind,3000.0,3.0,0.32,8409.6,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL931529164624,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,1696.6380944585444
SEE968572464203,Windpark Feldheim WEA 12,Wind,3000.0,3.0,0.32,8409.6,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL982673048216,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,1914.3109371893418
SEE974657033899,Windpark Feldheim WEA 13,Wind,3000.0,3.0,0.32,8409.6,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL912522393808,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,1703.5701190744019
SEE975644966435,H1 Heimstedter Weg 1,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2230.4335050717973
SEE931148291985,H2 Heimstedter Weg 2,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,1662.2371341718058
SEE909397841121,H3 Heimstedter Weg 3,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2121.249221837183
SEE943523657910,H4 Heimstedter Weg 4,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2354.1038612958814
SEE953397749550,H5 Heimstedter Weg 5,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,1571.3353670984518
SEE921178013404,H6 Heimstedter Weg 6,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,1929.199674817074
SEE933252470997,H7 Heimstedter Weg 7,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2324.7491273316655
SEE966981165711,M1 Menkiner Weg 1,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1284,,E.DIS Netz,,yes,2898.547666570906
SEE945998778909,M2 Menkiner Weg 2,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2836.7213817855636
SEE991534268687,M3 Menkiner Weg 3,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2691.2868539332712
SEE953810588421,M4 Menkiner Weg 4,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2532.597251143791
SEE944749353471,M5 Menkiner Weg 5,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2502.7883094487156
SEE958789243258,M6 Menkiner Weg 6,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2878.321373880118
SEE936844432281,S1 Stallweg 1,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2948.452982438289
SEE912180586123,S2 Stallweg 2,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,3155.0705429567925
SEE977213375679,T1 Teichweg 1,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,1404.5827247097989
SEE935056299217,T2 Teichweg 2,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,1895.7797242617605
SEE920923106552,T3 Teichweg 3,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,1201.9680071131538
SEE941662856775,W1 Woddoweck 1,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,3424.8322336116357
SEE925191191255,W2 Woddoweck 2,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2766.0830841851275
SEE939571768586,W3 Woddoweck 3,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,3160.115565054061
SEE973348084417,W4 Woddoweck 4,Wind,2000.0,2.0,0.32,5606.400000000001,17326,Brüssow,Brüssow,Uckermark,SEL946360652124,1285,Station Brüssow Löcknitzer Straße,E.DIS Netz,,,2663.5880385094047
SEE991436286970,K1 Koppelsee 1,Wind,5500.0,5.5,0.32,15417.6,17291,Grünow,Grünow,Uckermark,SEL946360652124,3034,,,,minor_distribution,1542.7949738744205
SEE918279466970,VE-01-202972,Wind,2000.0,2.0,0.32,5606.400000000001,16949,Triglitz,Triglitz,Prignitz,SEL949543786739,1288,,,,generation,1128.9173003149738
SEE900730479537,VE-02-202976,Wind,2000.0,2.0,0.32,5606.400000000001,16949,Triglitz,Triglitz,Prignitz,SEL949543786739,1286,,,,generation,796.2534445834636
SEE959538771404,VE-04-202973,Wind,2000.0,2.0,0.32,5606.400000000001,16949,Triglitz,Triglitz,Prignitz,SEL949543786739,1286,,,,generation,1349.0630731952003
SEE923027735147,VE-05-202974,Wind,2000.0,2.0,0.32,5606.400000000001,16949,Triglitz,Triglitz,Prignitz,SEL949543786739,1286,,,,generation,1190.8525737407392
SEE981678657546,VE-07-202975,Wind,2000.0,2.0,0.32,5606.400000000001,16949,Triglitz,Triglitz,Prignitz,SEL949543786739,1286,,,,generation,1469.384793773556
SEE980376620135,Windmüllerei Seelow I,Wind,2300.0,2.3,0.32,6447.360000000001,15306,Seelow,Seelow,Märkisch-Oderland,SEL913461329767,1586,Seelow,E.DIS Netz,110000;20000,distribution,1325.7074297808902
SEE922905196384,Windmüllerei Seelow II,Wind,2300.0,2.3,0.32,6447.360000000001,15306,Seelow,Seelow,Märkisch-Oderland,SEL913461329767,3493,,,110000,,831.8281754711545
SEE974614431027,A1 Ausweg 1,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Gramzow,Angermünde,Uckermark,SEL946360652124,292,,,,,1648.9578489304283
SEE927258373901,B1 Bruchweg 1,Wind,1800.0,1.8,0.32,5045.76,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,293,,,,,1305.8886955778376
SEE919283827375,B2 Bruchweg 2,Wind,1800.0,1.8,0.32,5045.76,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,293,,,,,1078.560641717158
SEE979127959679,E1 Eickstedter Weg 1,Wind,1500.0,1.5,0.32,4204.8,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,2541,UW Randowhöhe,ENERTRAG,110000,generation,1748.8422300459613
SEE982680508222,E2 Eickstedter Weg 2,Wind,1500.0,1.5,0.32,4204.8,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,2541,UW Randowhöhe,ENERTRAG,110000,generation,1493.7121006989676
SEE949322165120,E3 Eickstedter Weg 3,Wind,1500.0,1.5,0.32,4204.8,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,2541,UW Randowhöhe,ENERTRAG,110000,generation,1199.9284832878882
SEE940718422728,E6 Eickstedter Weg 6,Wind,1500.0,1.5,0.32,4204.8,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,2541,UW Randowhöhe,ENERTRAG,110000,generation,421.27836843821245
SEE991584641546,H1 Hoher Damm 1,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Gramzow,Angermünde,Uckermark,SEL946360652124,292,,,,,1339.8167447086105
SEE996820299017,H2 Hoher Damm 2,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Uckerfelde,Uckerfelde,Uckermark,SEL946360652124,292,,,,,1326.480935152619
SEE965898237368,H3 Hoher Damm 3,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Uckerfelde,Uckerfelde,Uckermark,SEL946360652124,292,,,,,1527.923518844424
SEE977669190659,L1 Lützlower Weg 1,Wind,1800.0,1.8,0.32,5045.76,17291,Gramzow,Angermünde,Uckermark,SEL946360652124,292,,,,,2971.8497220637432
SEE963563743749,L4 Lützlower Weg 4,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Gramzow,Angermünde,Uckermark,SEL946360652124,293,,,,,2431.7658415849137
SEE936628327505,L5 Lützlower Weg 5,Wind,1500.0,1.5,0.32,4204.8,17291,Gramzow,Angermünde,Uckermark,SEL946360652124,293,,,,,2221.8143868627135
SEE935839884081,L6 Lützlower Weg 6,Wind,1500.0,1.5,0.32,4204.8,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,293,,,,,1964.7319760857235
SEE980834297824,M1 Mitteldamm 1,Wind,1500.0,1.5,0.32,4204.8,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,2541,UW Randowhöhe,ENERTRAG,110000,generation,1441.4209261269666
SEE937585708901,R1 Randowweg 1,Wind,1800.0,1.8,0.32,5045.76,17291,Gramzow,Angermünde,Uckermark,SEL946360652124,293,,,,,2528.891816192538
SEE945113340691,W4 Wolliner Weg 4,Wind,1500.0,1.5,0.32,4204.8,17291,Randowtal,Randowtal,Uckermark,SEL946360652124,2541,UW Randowhöhe,ENERTRAG,110000,generation,420.02056029687753
SEE968285225269,821391,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,269,TrSt Kirche,eon EDIS,,,1512.6810160647337
SEE957281237499,WP Alt Mahlisch I 70597,Wind,1500.0,1.5,0.32,4204.8,15306,Fichtenhöhe,Fichtenhöhe,Märkisch-Oderland,SEL994422925938,2830,,,,minor_distribution,5636.971436428389
SEE978090504121,WP Alt Mahlisch I 70598,Wind,1500.0,1.5,0.32,4204.8,15306,Fichtenhöhe,Fichtenhöhe,Märkisch-Oderland,SEL915522195175,2830,,,,minor_distribution,5540.274688264028
SEE925774151737,WP Alt Mahlisch I 70599,Wind,1500.0,1.5,0.32,4204.8,15306,Fichtenhöhe,Fichtenhöhe,Märkisch-Oderland,SEL978019511353,2830,,,,minor_distribution,5459.335583035057
SEE916371261028,K1 Klockow 1,Wind,1500.0,1.5,0.32,4204.8,17291,Schönfeld,Schönfeld,Uckermark,SEL922254135874,2286,,,,minor_distribution,2547.472732190467
SEE990632604045,K2 Klockow 2,Wind,1500.0,1.5,0.32,4204.8,17291,Schönfeld,Schönfeld,Uckermark,SEL922254135874,2286,,,,minor_distribution,2547.2827652203446
SEE944416826819,K3 Klockow 3,Wind,1500.0,1.5,0.32,4204.8,17291,Schönfeld,Schönfeld,Uckermark,SEL920281754891,2286,,,,minor_distribution,2577.533431789925
SEE966797436890,K4 Klockow 4,Wind,1500.0,1.5,0.32,4204.8,17291,Schönfeld,Schönfeld,Uckermark,SEL920281754891,2286,,,,minor_distribution,2634.1541611996618
SEE931487084668,Z2 Zum UW 2,Wind,1500.0,1.5,0.32,4204.8,17291,Prenzlau,Prenzlau,Uckermark,SEL956020231514,1466,Dauer,E.DIS Netz GmbH,110000,generation,728.0485384726314
SEE976814639739,Z3 Zum UW 3,Wind,1500.0,1.5,0.32,4204.8,17291,Prenzlau,Prenzlau,Uckermark,SEL928966598655,1466,Dauer,E.DIS Netz GmbH,110000,generation,651.6029584066329
SEE999275721911,Z5 Zum UW 5,Wind,1500.0,1.5,0.32,4204.8,17291,Prenzlau,Prenzlau,Uckermark,SEL929832864195,1466,Dauer,E.DIS Netz GmbH,110000,generation,207.38472705620015
SEE958376325756,Z7 Zum UW 7,Wind,1500.0,1.5,0.32,4204.8,17291,Prenzlau,Prenzlau,Uckermark,SEL922254135874,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,75.58889160358999
SEE959505136465,T1 Tornow 1,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Göritz,Göritz,Uckermark,SEL946360652124,2665,Karlshof,E.DIS Netz GmbH,110000,generation,917.2615515887627
SEE923481749612,T2 Tornow 2,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Göritz,Göritz,Uckermark,SEL946360652124,2665,Karlshof,E.DIS Netz GmbH,110000,generation,1033.5385961695902
SEE956103137078,T3 Tornow 3,Wind,2000.0,2.0,0.32,5606.400000000001,17291,Göritz,Göritz,Uckermark,SEL946360652124,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,1130.4175112365467
SEE936431321349,F1 Fuchsberg 1,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Schönfeld,Schönfeld,Uckermark,SEL946360652124,2286,,,,minor_distribution,2169.7281471752817
SEE913098288338,F2 Fuchsberg 2,Wind,3075.0,3.075,0.32,8619.84,17291,Schönfeld,Schönfeld,Uckermark,SEL946360652124,2286,,,,minor_distribution,1881.5864090263744
SEE914506498103,F4 Fuchsberg 4,Wind,3075.0,3.075,0.32,8619.84,17291,Schönfeld,Schönfeld,Uckermark,SEL946360652124,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,1968.3814184608973
SEE952991642625,M3 Marienhöfer Damm 3,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Prenzlau,Prenzlau,Uckermark,SEL946360652124,1466,Dauer,E.DIS Netz GmbH,110000,generation,1328.208564754634
SEE962069028510,M4 Marienhöfer Damm 4,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Prenzlau,Prenzlau,Uckermark,SEL946360652124,1466,Dauer,E.DIS Netz GmbH,110000,generation,1714.9235406070575
SEE925092986189,W1 Wittenhofer Weg 1,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Schenkenberg,Schenkenberg,Uckermark,SEL946360652124,3078,Baumgarten West,MLK,110000,generation,1343.0621685272072
SEE947505964386,M1 Marienhöfer Damm 1,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Prenzlau,Prenzlau,Uckermark,SEL946360652124,1466,Dauer,E.DIS Netz GmbH,110000,generation,2095.6775597729466
SEE937683610472,M2 Marienhöfer Damm 2,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Prenzlau,Prenzlau,Uckermark,SEL946360652124,1466,Dauer,E.DIS Netz GmbH,110000,generation,2439.530835853618
SEE983368005743,Z4 Zum UW 4,Wind,3075.0,3.075,0.32,8619.84,17291,Prenzlau,Prenzlau,Uckermark,SEL946360652124,2665,Karlshof,E.DIS Netz GmbH,110000,generation,343.9148119735877
SEE955856678548,A2 Alte Allee 2,Wind,3075.0,3.075,0.32,8619.84,17291,Schönfeld,Schönfeld,Uckermark,SEL946360652124,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,3100.348476177388
SEE976376128009,F5 Fuchsberg 5,Wind,3075.0,3.075,0.32,8619.84,17291,Schönfeld,Schönfeld,Uckermark,SEL946360652124,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,1943.1739516520026
SEE960513392477,F6 Fuchsberg 6,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Schenkenberg,Schenkenberg,Uckermark,SEL946360652124,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,2360.9439570581467
SEE970304976571,W2 Wittenhofer Weg 2,Wind,3075.0,3.075,0.32,8619.84,17291,Schenkenberg,Schenkenberg,Uckermark,SEL946360652124,3078,Baumgarten West,MLK,110000,generation,1876.479711895495
SEE984914084694,W3 Wittenhofer Weg 3,Wind,3075.0,3.075,0.32,8619.84,17291,Schenkenberg,Schenkenberg,Uckermark,SEL946360652124,3518,Stegemannshof Nord 2,Boreas,110000,generation,2126.833684864016
SEE923379002133,Z9 Zum UW 9,Wind,2300.0,2.3,0.32,6447.360000000001,17291,Schenkenberg,Schenkenberg,Uckermark,SEL946360652124,1466,Dauer,E.DIS Netz GmbH,110000,generation,1229.0073212250916
SEE995806719013,B1 Blumberger Weg 1,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,4802.977276447978
SEE944133275365,B2 Blumberger Weg 2,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,5103.435194496973
SEE973728384113,L5 Luckow-Petershagen 5,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,5452.716929124537
SEE921436279252,L6 Luckow-Petershagen 6,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,5135.565302382842
SEE969774491233,B3 Blumberger Weg 3,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,3918.395645112687
SEE995843604259,B4 Blumberger Weg 4,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,4188.755096931727
SEE966744203704,R1 Rötpfuhlweg 1,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,7351.648087537473
SEE940154272956,R3 Rötpfuhlweg 3,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,6345.990388590288
SEE967283087596,L4 Luckow-Petershagen 4,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,5462.131379890353
SEE997688160075,W1 Wartin 1,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,7549.600438288323
SEE970030373590,W2 Wartin 2,Wind,3075.0,3.075,0.32,8619.84,16306,Casekow,Casekow,Uckermark,SEL907345538048,1882,,,,,7215.919626657123
SEE908868677566,A1 Am Feldrain 1,Wind,1500.0,1.5,0.32,4204.8,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL995542161398,172,Trafostation Wergzahna,Eon_edis,,,5302.159276760058
SEE932260532307,821392,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,269,TrSt Kirche,eon EDIS,,,1850.055867369872
SEE909461299476,L1 Landweg 1,Wind,1500.0,1.5,0.32,4204.8,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL995542161398,172,Trafostation Wergzahna,Eon_edis,,,4337.725985466026
SEE964944050173,L2 Landweg 2,Wind,1500.0,1.5,0.32,4204.8,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL995542161398,172,Trafostation Wergzahna,Eon_edis,,,4191.73949898299
SEE911331133049,P1 Pflugkuff 1,Wind,1500.0,1.5,0.32,4204.8,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL995542161398,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,4437.120010333959
SEE953494397807,821393,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,1452.4313119246215
SEE981729553056,P2 Pflugkuff 2,Wind,1500.0,1.5,0.32,4204.8,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL995542161398,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,5079.906580167613
SEE969284278720,821394,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,1985.196447688643
SEE960820615528,R3 Rietz 3,Wind,2530.0,2.53,0.32,7092.096,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL908130848083,1746,Neu Rietz,,110000,generation,1413.0994807720774
SEE931384347781,R6 Rietz 6,Wind,2530.0,2.53,0.32,7092.096,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL924326980900,1746,Neu Rietz,,110000,generation,871.6048115622814
SEE912469611171,R2 Rietz 2,Wind,2530.0,2.53,0.32,7092.096,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL937376434576,2340,Schaltpunkt Rietz,E.DIS Netz GmbH,110000,transmission,1714.7138266869008
SEE968676360432,821395,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,1004.5524311411222
SEE992961695411,R4 Rietz 4,Wind,2530.0,2.53,0.32,7092.096,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL974284044084,2340,Schaltpunkt Rietz,E.DIS Netz GmbH,110000,transmission,1263.0192658193273
SEE926130055560,821396,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,1855.3150785856667
SEE982421858449,821397,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,1364.0766463976063
SEE913233320886,R5 Rietz 5,Wind,2530.0,2.53,0.32,7092.096,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL923884711193,2340,Schaltpunkt Rietz,E.DIS Netz GmbH,110000,transmission,1407.915918413346
SEE991186963602,R7 Rietz 7,Wind,2530.0,2.53,0.32,7092.096,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL953092878333,2340,Schaltpunkt Rietz,E.DIS Netz GmbH,110000,transmission,1128.987592567358
SEE997236296560,821398,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,1819.4328486496997
SEE904552102390,R0 Rietz 0,Wind,2780.0,2.78,0.32,7792.896,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL907193122055,2340,Schaltpunkt Rietz,E.DIS Netz GmbH,110000,transmission,1991.1986492404249
SEE948718554371,821399,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,1854,Trst Am Bahnhof,E.ON,,,1664.5104065771043
SEE966165960606,R1 Rietz 1,Wind,2780.0,2.78,0.32,7792.896,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL969228917142,1746,Neu Rietz,,110000,generation,1973.1825108834937
SEE966288123537,821400,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,1854,Trst Am Bahnhof,E.ON,,,1424.413172960477
SEE998212155185,821401,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,1854,Trst Am Bahnhof,E.ON,,,1050.3451365694334
SEE970505673194,R8 Rietz 8,Wind,2780.0,2.78,0.32,7792.896,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL937601517586,1746,Neu Rietz,,110000,generation,686.3032131487369
SEE934570224941,821402,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,894.3410920715867
SEE951942868718,821403,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,163,Tiefenbrunnen 2,eon edis,,,1472.266001260952
SEE932607531321,R9 Rietz 9,Wind,2780.0,2.78,0.32,7792.896,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL907193122055,2340,Schaltpunkt Rietz,E.DIS Netz GmbH,110000,transmission,250.08097835291653
SEE921545173601,821404,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,1854,Trst Am Bahnhof,E.ON,,,1700.8819052595188
SEE928157073039,821405,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,1854,Trst Am Bahnhof,E.ON,,,1369.883931726329
SEE965876063118,821406,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Jüterbog,Jüterbog,Teltow-Fläming,SEL915293075720,1854,Trst Am Bahnhof,E.ON,,,987.9805903100532
